地理,簡單,"這個城市被稱為「霧都」，是英國的首都，泰晤士河穿城而過，大笨鐘和倫敦眼是其標誌性建築。請問這個城市是什麼？",倫敦
地理,簡單,"它是香港最高的山峰，海拔957米，位於新界，可以眺望香港全景，亦是香港熱門的行山地點。請問這座山的名字是？",大帽山
地理,簡單,"這個國家有形似靴子的輪廓，首都是羅馬，有名的食物包括意大利麵和薄餅。請問這是哪個國家？",意大利
地理,簡單,"這是一條連接大西洋和太平洋的運河，使船隻不用繞道南美洲的合恩角，大大縮短了航程。請問這條運河是？",巴拿馬運河
地理,簡單,"這個城市是中國的經濟中心，有東方明珠塔、上海環球金融中心等摩天大廈，外灘是著名的旅遊景點。請問這個城市是？",上海
地理,簡單,"這座海峽位於英國和法國之間，是世界上最繁忙的航道之一，英文稱為English Channel。請問這座海峽的中文名稱是？",英吉利海峽
地理,簡單,"這個地區位於香港九龍半島中部，是香港最密集的住宅區之一，以前曾是九龍城寨的所在地，現在是九龍城區的一部分。請問這個地區是？",九龍城
地理,簡單,"這個地標位於美國紐約，是一座銅像，右手舉著火炬，左手拿著獨立宣言，象徵著自由和民主。請問這個地標的名稱是？",自由女神像
地理,簡單,"這座城市是泰國的首都，當地人稱為Krung Thep，擁有許多寺廟和皇宮，是世界著名的旅遊目的地。請問這座城市是？",曼谷
地理,簡單,"這個島嶼是香港最大的離島，有大澳漁村、昂坪360纜車和天壇大佛，並設有香港國際機場。請問這個島嶼的名稱是？",大嶼山
地理,簡單,"這個國家位於歐洲北部，首都是赫爾辛基，以桑拿浴和諾基亞手機聞名於世，是聖誕老人的故鄉。請問這個國家是？",芬蘭
地理,簡單,"中文名稱意為「鮑魚灣」，有著美麗的海港，是澳洲最大的城市，著名的建築有悉尼歌劇院和海港大橋。請問這個城市是？",悉尼
地理,簡單,"這條河流是中國最長的河流，發源於青海省，流經11個省市自治區，最後在上海注入東海。請問這條河流是？",長江
地理,簡單,"這個國家位於東南亞，是由1萬多個島嶼組成的群島國家，首都是雅加達，是世界上人口最多的穆斯林國家。請問這個國家是？",印度尼西亞
地理,簡單,"它有紅色的外牆、共五座門樓，正中的門樓頂上懸掛著偉人的畫像，是中國的象徵，也是世界上最大的城市中心廣場。請問這個位於北京的廣場叫什麼名字？",天安門廣場
地理,中等,"這個地區曾經是英國殖民地，在1997年回歸中國，是珠江三角洲的一部分，官方語言為葡萄牙語和中文，有「東方拉斯維加斯」之稱。請問這個地區是？",澳門
